Year,Country,Mode,TradeType,TradeValue,Weight,WeightLb
2024,Canada,Mail (U.S. Postal Service),Import,43554.0,0.18,0.4
2024,Canada,Other/Unknown,Export,45200434885.0,0.0,0.0
2024,Canada,Other/Unknown,Import,10021383862.0,44102.32,97228.86
2024,Canada,Pipeline,Export,8919719320.0,0.0,0.0
2024,Canada,Pipeline,Import,91942288155.0,204933109.86,451799632.66
2024,Canada,Rail,Export,38541590794.0,0.0,0.0
2024,Canada,Rail,Import,66300617909.0,81644465.32,179995021.13
2024,Canada,Truck,Export,223093147098.0,0.0,0.0
2024,Canada,Truck,Import,199705051489.0,63994223.11,141082944.15
2024,Canada,Vessel,Export,14852292559.0,33491170.29,73835303.84
2024,Canada,Vessel,Import,23514685900.0,62490856.48,137768592.01
2024,Mexico,Air,Export,12659073961.0,57943.42,127743.22
2024,Mexico,Air,Import,8871781425.0,78190.15,172379.57
2024,Mexico,Foreign Trade Zones (FTZs),Import,6597038822.0,611797.29,1348780.54
2024,Mexico,Mail (U.S. Postal Service),Export,2483059.0,0.0,0.0
2024,Mexico,Other/Unknown,Export,12985317448.0,0.0,0.0
2024,Mexico,Other/Unknown,Import,4043271292.0,259437.28,571960.62
2024,Mexico,Pipeline,Export,5732873802.0,0.0,0.0
2024,Mexico,Pipeline,Import,9473808.0,153446.65,338291.55
2024,Mexico,Rail,Export,34319253551.0,0.0,0.0
2024,Mexico,Rail,Import,63931910339.0,20049462.23,44201445.42
2024,Mexico,Truck,Export,234000882173.0,0.0,0.0
2024,Mexico,Truck,Import,375008576474.0,62704490.09,138239572.94
2024,Mexico,Vessel,Export,34341475051.0,60240591.35,132807612.5
2024,Mexico,Vessel,Import,47388546423.0,45534088.65,100385362.52
2025,Canada,Air,Export,17621799682.0,131187.3,289218.15
2025,Canada,Air,Import,15315064000.0,49378.35,108860.5
2025,Canada,Foreign Trade Zones (FTZs),Import,4334798641.0,9990140.64,22024463.86
2025,Canada,Mail (U.S. Postal Service),Export,26518394.0,0.0,0.0
2025,Canada,Mail (U.S. Postal Service),Import,12818.0,0.36,0.79
2025,Canada,Other/Unknown,Export,49422406779.0,0.0,0.0
2025,Canada,Other/Unknown,Import,10042041849.0,100869.82,222379.62
2025,Canada,Pipeline,Export,11362578179.0,0.0,0.0
2025,Canada,Pipeline,Import,84154278074.0,198386104.6,437365973.92
2025,Canada,Rail,Export,33028142924.0,0.0,0.0
2025,Canada,Rail,Import,56693122099.0,75766747.42,167036886.7
2025,Canada,Truck,Export,203779661274.0,0.0,0.0
2025,Canada,Truck,Import,192998923721.0,61169738.24,134856028.32
2025,Canada,Vessel,Export,14559991682.0,32845688.06,72412260.81
2025,Canada,Vessel,Import,19422061215.0,59437371.27,131036817.45
2025,Mexico,Air,Export,22541255461.0,54104.7,119280.3
2025,Mexico,Air,Import,10610291434.0,66031.28,145573.88
2025,Mexico,Foreign Trade Zones (FTZs),Import,10224659090.0,1043659.0,2300871.5
2025,Mexico,Mail (U.S. Postal Service),Export,1474692.0,0.0,0.0
2025,Mexico,Other/Unknown,Export,13109702808.0,0.0,0.0
2025,Mexico,Other/Unknown,Import,3553228941.0,58531.33,129039.34
2025,Mexico,Pipeline,Export,8426806404.0,0.0,0.0
2025,Mexico,Pipeline,Import,1603856.0,26007.23,57336.06
2025,Mexico,Rail,Export,33273371037.0,0.0,0.0
2025,Mexico,Rail,Import,61473923326.0,19414983.37,42802660.64
2025,Mexico,Truck,Export,230994519284.0,0.0,0.0
2025,Mexico,Truck,Import,411246638171.0,62456894.37,137693718.47
2025,Mexico,Vessel,Export,29613011975.0,56110018.35,123701268.65
2025,Mexico,Vessel,Import,37763190573.0,39636783.78,87384046.26
